,DN,target,Name,x_centroid,y_centroid,area_m,perimeter,glaciersum,mean_elevation,median_elevation,std_elevation,min_elevation,max_elevation,range_elevation,variance_elevation,region,region_name,mean_slope,median_slope,std_slope,min_slope,max_slope,range_slope,variance_slope,glarea_percent,glacier,x_wgs,y_wgs,M,Rc,Cc,mean_annual_T,mean_jan_T,mean_july_T,mean_monsoon_T,mean_no_monsoon_T,count_zeros
145,87,1,DF,5485455.411,-1700497.86,761.472,110.379,0.0,3104.0,3104.0,0.0,3104.0,3104.0,0.0,0.0,2,chitral,31.9926700592041,31.9926700592041,0.0,31.9926700592041,31.9926700592041,0.0,0.0,0.0,0,72.777,36.544,0.0,0.7853999915308497,1.1363986774305903,-6.9595947,-21.652512,9.48056,2.1026611,-16.059998,5.75
147,88,1,DF,5484797.473,-1700210.75,159909.017,2428.34,0.0,3522.504761904762,3513.0,175.57102070289844,3126.0,3879.0,753.0,30825.1833106576,2,chitral,46.92021558852423,47.093971252441406,7.948939167852267,27.31552124023437,68.9859619140625,41.670440673828125,63.185633894215904,0.0,0,72.777,36.551,301114.35007344466,0.3407719427753611,1.725219072273679,-7.2341614,-21.951172,9.324341,1.9510498,-16.456696,6.8125
149,89,0,FF,5483123.893,-1698871.16,4580251.136,13245.491,0.0,3962.573399833749,4021.0,511.6847480177068,2680.0,5059.0,2379.0,261821.28135394413,2,chitral,42.106560126563856,42.46708679199219,8.146403086330391,4.411087036132812,67.48502349853516,63.07393646240234,66.36388324497331,0.0,0,72.785,36.571,5091421.915300497,0.3280673656918584,1.7583067772643108,-7.2341614,-21.951172,9.324341,1.9510498,-16.456696,6.8125
150,90,0,FF,5478206.329,-1699042.92,72578313.33,53232.293,4423092.749,4422.291559994964,4492.0,599.9648889620745,2617.0,5969.0,3352.0,359957.8679872744,2,chitral,35.72632896111342,37.16660690307617,12.806688948349493,0.0,78.09136199951172,78.09136199951172,164.01128181977705,6.094234690862855,1,72.769,36.618,28556662.288471326,0.3218595408242403,1.775182353425915,-7.2341614,-21.951172,9.324341,1.9510498,-16.456696,6.8125
151,91,0,FF,5481664.71,-1691536.42,4076156.996,11865.752,0.0,4139.614235008407,4178.0,552.7009178353084,2856.0,5193.0,2337.0,305478.3045759923,2,chitral,43.5239701270389,43.9453125,8.45982237743425,1.16054356098175,67.42597961425781,66.26543605327606,71.5685946577373,0.0,0,72.851,36.607,4718284.930828862,0.3638063143585419,1.669710004833142,-7.44162,-22.153366,9.204926,1.7784424,-16.699707,6.75
152,92,0,FF,5487288.372,-1693128.82,8858198.082,18654.067,259950.297,4060.547752084587,4004.0,625.2285514013801,2733.0,5395.0,2662.0,390910.7414874681,2,chitral,41.3245375608369,41.621707916259766,11.704386890271175,0.820684254169464,75.37390899658203,74.55322474241257,136.9926724771518,2.9345730880439795,1,72.852,36.548,7922837.434239327,0.319895541308795,1.7806233832596456,-7.8871765,-22.50409,8.463593,1.149231,-16.961334,6.375
153,1,1,DF,5009730.381,-440506.47,696.334,105.553,0.0,2960.99999999998,2956.5,6.363961030664779,2952.0,2961.0,9.0,40.49999999981992,3,eastTSH,17.210691452027497,17.46720027923584,0.362758262307254,17.210691452026367,17.723709106445312,0.513017654418945,0.131593556872179,0.0,0,84.975,43.636,237.493271483636,0.7853916914649955,1.1364046821789484,-8.471741,-20.839203,3.817749,-1.0619507,-15.912262,20.0
154,2,1,DF,5009239.067,-439807.425,304994.322,3219.353,0.0,3486.51598173516,3476.5,218.4469956928511,3035.0,4022.0,987.0,47719.0899272325,3,eastTSH,48.76689206737362,49.731889724731445,11.383372289015046,1.151334762573242,71.47142028808594,70.3200855255127,129.58116467031564,0.0,0,84.982,43.641,545083.4923829724,0.3697978820421303,1.6561282142641895,-8.471741,-20.839203,3.817749,-1.0619507,-15.912262,20.0
155,3,1,DF,5008900.225,-438707.801,2041651.491,9658.06,542919.015,3941.3649386084585,3989.5,350.6157337323659,3053.0,4652.0,1599.0,122931.3927406853,3,eastTSH,37.51225932062404,37.19405555725098,11.845199265414948,1.582169055938721,75.505859375,73.92369031906128,140.30874563738683,26.59214941400593,1,84.994,43.645,2284753.0662722155,0.2750500169399508,1.92030550851278,-8.471741,-20.839203,3.817749,-1.0619507,-15.912262,20.0
156,4,1,DF,5011738.47,-437867.14,4163381.4,13352.4,47174.632,4179.085967553103,4192.0,361.978963935208,3101.0,5044.0,1943.0,131028.77033160665,3,eastTSH,39.347519694732014,40.95518112182617,16.82219305392902,0.858205556869507,76.62275695800781,75.7645514011383,282.9861791436578,1.1330845643879757,1,85.007,43.618,3964568.2573224287,0.2934522160391701,1.8591201971379163,-8.471741,-20.839203,3.817749,-1.0619507,-15.912262,20.0
157,5,1,DF,5010444.63,-439534.81,363486.384,4116.55,0.0,3664.823754789272,3677.0,264.0118850564035,3067.0,4287.0,1220.0,69702.27545103562,3,eastTSH,42.17053328620063,42.66756820678711,7.997683178814698,9.40990161895752,64.03778076171875,54.62787914276123,63.96293622869558,0.0,0,84.987,43.63,735535.9501381288,0.2695449636266568,1.9398160794615893,-8.471741,-20.839203,3.817749,-1.0619507,-15.912262,20.0
158,6,1,Df,5010734.399,-443006.024,3012341.184,10660.81,433973.209,3878.8911234396674,3875.5,305.2891551727607,2904.0,4629.0,1725.0,93201.46826609796,3,eastTSH,36.98647853463434,36.83803749084473,14.51002840286568,0.767613887786865,73.72783660888672,72.96022272109985,210.5409242519688,14.406509173165428,1,84.948,43.624,2993926.8086645007,0.3330685426859003,1.745055955811933,-7.498749,-20.050964,4.9019165,0.021270752,-15.051117,20.125
160,7,1,DF,5010825.184,-438809.844,1508259.594,8021.995,0.0,3936.0586334256695,3922.5,366.3085106868816,3116.0,4612.0,1496.0,134181.92500164127,3,eastTSH,39.00368279532383,40.77713966369629,12.08120211066569,1.213595271110535,67.94556427001953,66.731968998909,145.9554444387531,0.0,0,84.995,43.626,1837255.8622917773,0.2945243367389179,1.8557333489082308,-8.471741,-20.839203,3.817749,-1.0619507,-15.912262,20.0
162,8,1,DF,5012462.002,-439014.66,1023611.082,6966.47,0.0,4037.876870748299,4026.0,365.24361520036143,3218.0,4897.0,1679.0,133402.89844462968,3,eastTSH,43.84188561520609,43.63742446899414,10.366772803112012,2.765686750411987,67.12594604492188,64.36025929450989,107.4699783513429,0.0,0,84.995,43.61,1698705.8627709397,0.2650448076627807,1.956214687934524,-8.471741,-20.839203,3.817749,-1.0619507,-15.912262,20.0
168,9,1,DF,5013819.109,-437935.435,5012908.965,12296.874,304291.046,4243.943742186415,4230.0,340.77768201818486,3466.0,5045.0,1579.0,116129.4285616871,3,eastTSH,42.66300632233238,43.65859603881836,15.355128918659457,0.383824199438095,76.14234161376953,75.75851741433144,235.77998410865183,6.070149051669443,1,85.008,43.598,3535306.232959963,0.4165913381361683,1.5603464882446785,-8.471741,-20.839203,3.817749,-1.0619507,-15.912262,20.0
169,10,1,DF,5007834.909,-438190.541,2694116.514,9446.955,175634.312,3802.2887050917534,3815.0,390.11233396750265,2911.0,4576.0,1665.0,152187.63311357232,3,eastTSH,42.653029824449405,42.663116455078125,11.136632073679731,1.956395387649536,72.30573272705078,70.34933733940125,124.0245739445121,6.519180261407209,1,84.999,43.656,2732891.719959584,0.3793521455892223,1.63513981423808,-6.4078064,-18.8181,6.0031433,1.06427,-13.910278,18.75
170,11,1,DF,5005824.936,-439345.392,696.334,105.553,0.0,2756.9999999999823,2753.0,5.65685424947984,2749.0,2757.0,8.0,31.99999999985812,3,eastTSH,17.91583633421769,15.461432933807371,3.471050576402568,13.00702953338623,17.915836334228516,4.908806800842285,12.048192103944595,0.0,0,84.984,43.675,211.1051302076764,0.7853916914649955,1.1364046821789484,-6.4078064,-18.8181,6.0031433,1.06427,-13.910278,18.75
171,12,1,DF,5004663.857,-439213.451,696.334,105.553,0.0,2669.9999999999936,2668.5,2.121320343555141,2667.0,2670.0,3.0,4.499999999980901,3,eastTSH,9.164875030519172,9.526247024536133,0.511057175001722,9.164875030517578,9.887619018554688,0.722743988037109,0.261179436120741,0.0,0,84.985,43.686,79.16442382787864,0.7853916914649955,1.1364046821789484,-6.4078064,-18.8181,6.0031433,1.06427,-13.910278,18.75
172,13,1,DF,5013126.846,-441623.843,200544.212,2638.814,0.0,3397.621527777778,3412.5,192.2050928851762,2990.0,3770.0,780.0,36942.79773099921,3,eastTSH,41.654912094275154,42.159461975097656,6.534464075694006,17.130929946899414,55.94588851928711,38.814958572387695,42.69922075653552,0.0,0,84.966,43.602,349300.8711423434,0.3619115447858784,1.6740751400350973,-8.471741,-20.839203,3.817749,-1.0619507,-15.912262,20.0
176,14,1,DF,5012269.886,-441619.648,429638.121,4644.313,0.0,3407.269043760129,3398.0,333.0289101655513,2922.0,4056.0,1134.0,110908.2550060548,3,eastTSH,40.88573583057286,42.8765754699707,15.486651635511212,0.542801260948181,68.900146484375,68.35734522342682,239.8363788796821,0.0,0,84.965,43.61,743300.5580037432,0.2503051069494666,2.012988577111582,-8.471741,-20.839203,3.817749,-1.0619507,-15.912262,20.0
179,15,1,DF,5011894.208,-441113.397,696.334,105.553,0.0,2955.0000000000086,2957.0,2.828427124740081,2955.0,2959.0,4.0,7.999999999965439,3,eastTSH,15.187410354609808,14.178536891937256,1.426762533632976,13.169663429260254,15.187410354614258,2.017746925354004,2.03565132737879,0.0,0,84.97,43.614,105.5525651038382,0.7853916914649955,1.1364046821789484,-8.471741,-20.839203,3.817749,-1.0619507,-15.912262,20.0
180,16,1,DF,5011704.859,-442282.208,1019433.077,6227.602,44986.373,3792.1427595628415,3811.0,294.3317094133003,2959.0,4435.0,1476.0,86631.15516615544,3,eastTSH,42.82339616323429,42.35789108276367,11.808580461589226,7.263696193695068,72.16043090820312,64.89673471450806,139.44257251782682,4.412881435276403,1,84.957,43.615,1490272.604310484,0.3303139275587927,1.752317195706252,-8.471741,-20.839203,3.817749,-1.0619507,-15.912262,20.0
182,17,1,DF,5011016.579,-441977.305,452617.145,4538.761,0.0,3652.427692307692,3683.0,259.7384101257929,2938.0,4156.0,1218.0,67464.04169467458,3,eastTSH,43.30424791776217,44.194801330566406,10.636420626782671,6.4859619140625,70.4917221069336,64.0057601928711,113.1334437498479,0.0,0,84.959,43.622,819431.7527524668,0.2760998914954546,1.91665103389792,-8.471741,-20.839203,3.817749,-1.0619507,-15.912262,20.0
183,18,0,FF,5009540.458,-445215.473,24896031.97,33882.375,8380077.688,3898.054093362795,3898.0,305.6947498716836,2819.0,5017.0,2198.0,93449.2800991112,3,eastTSH,27.43176681040614,26.369138717651367,16.333326187224184,0.0,74.07833862304688,74.07833862304688,266.7775443382633,33.66029453247043,1,84.921,43.633,10967124.018519709,0.2725161893306711,1.9292122548533737,-7.498749,-20.050964,4.9019165,0.021270752,-15.051117,20.125
184,19,1,DF,5009466.499,-441271.726,696.334,105.553,0.0,2906.0000000000314,2913.0,9.89949493658948,2906.0,2920.0,14.0,97.99999999956071,3,eastTSH,30.9057216644341,32.126952171325684,1.727080745633657,30.90572166442871,33.348182678222656,2.442461013793945,2.98280790193851,0.0,0,84.966,43.638,369.43397786343365,0.7853916914649955,1.1364046821789484,-8.471741,-20.839203,3.817749,-1.0619507,-15.912262,20.0
186,20,1,DF,5007565.243,-442075.118,940050.993,7283.127,0.0,3391.221481481481,3381.0,279.5570342352303,2791.0,4013.0,1222.0,78152.13539039771,3,eastTSH,34.860376867364955,35.09764289855957,7.757109399955557,3.908239364624023,55.35030746459961,51.44206809997559,60.17274624287887,0.0,0,84.955,43.655,1184805.0924228053,0.2227027143878079,2.134093340234475,-6.4078064,-18.8181,6.0031433,1.06427,-13.910278,18.75
187,21,1,DF,5007238.251,-441578.67,847438.562,6122.049,0.0,3295.824157764996,3310.0,248.15778830468105,2793.0,3789.0,996.0,61582.28789627088,3,eastTSH,36.746256781584336,37.17846298217773,9.016909998681196,1.716026186943054,64.916259765625,63.200233578681946,81.30466592431694,0.0,0,84.96,43.659,916882.00577882,0.2841348364030657,1.8893565513317403,-6.4078064,-18.8181,6.0031433,1.06427,-13.910278,18.75
188,22,0,FF,5004156.436,-442418.837,8757793.589,18418.924,626178.495,3820.425777212372,3850.0,386.51807387626064,2637.0,4731.0,2094.0,149396.2214330145,3,eastTSH,38.94325430621932,40.17524719238281,13.246514232791244,0.383824199438095,73.4942626953125,73.1104384958744,175.47013931954098,7.14995721966427,1,84.948,43.688,6196893.464439775,0.3243964234521103,1.7682274857020162,-6.2083435,-18.783142,6.2869263,1.3410339,-13.788849,18.8125
190,23,0,FF,5001397.466,-441397.39,6035823.712,14671.807,82054.294,3641.946123673281,3671.0,411.764341398361,2501.0,4500.0,1999.0,169549.872847226,3,eastTSH,38.75546565837556,39.43694686889648,11.189657666649058,0.858205556869507,71.00801849365234,70.14981293678284,125.20843869679804,1.3594547805772628,1,84.956,43.716,4911125.898302315,0.3523539950799149,1.6966277488246924,-6.4078064,-18.8181,6.0031433,1.06427,-13.910278,18.75
191,24,1,DF,5000008.147,-440705.311,2034688.15,8919.192,0.0,3485.2908966461328,3469.0,373.5168199199664,2566.0,4335.0,1769.0,139514.81476312457,3,eastTSH,41.13660484515666,41.68107223510742,10.099739689617763,5.826159000396729,67.7018814086914,61.87572240829468,102.00474179804031,0.0,0,84.963,43.73,2523345.74400183,0.3214080085835051,1.7764288543304547,-6.4078064,-18.8181,6.0031433,1.06427,-13.910278,18.75
192,25,1,DF,5000735.376,-439827.935,301512.652,3641.564,0.0,3053.8822170900694,3073.0,219.76824341885208,2513.0,3490.0,977.0,48298.08081540782,3,eastTSH,42.054469568900096,41.660919189453125,7.872842839876963,15.578378677368164,63.02206802368164,47.44368934631348,61.98165438140197,0.0,0,84.974,43.724,536472.3387099358,0.2857192560124197,1.884110676023714,-6.4078064,-18.8181,6.0031433,1.06427,-13.910278,18.75
193,26,1,DF,4998330.703,-438949.57,696.334,105.553,0.0,2487.0000000000286,2493.5,9.19238815540486,2487.0,2500.0,13.0,84.49999999962756,3,eastTSH,33.830429077154015,35.09376335144043,1.786624464510563,33.83042907714844,36.35709762573242,2.526668548583984,3.192026977187656,0.0,0,84.981,43.748,343.0458365874741,0.7853916914649955,1.1364046821789484,-6.4078064,-18.8181,6.0031433,1.06427,-13.910278,18.75
195,27,1,DF,5007506.909,-447558.321,2175347.632,8444.206,46474.9,3691.7003841229193,3709.0,295.4562518986933,2987.0,4261.0,1274.0,87294.39678602412,3,eastTSH,35.53333114272654,37.26110458374024,10.390178439499977,1.956395387649536,64.18634033203125,62.229944944381714,107.95580800465012,2.1364355432823987,1,84.893,43.651,1879030.210815152,0.3833724446883926,1.626543635301383,-6.2083435,-18.783142,6.2869263,1.3410339,-13.788849,18.8125
196,28,1,DF,5006986.014,-450111.754,696.334,105.553,0.0,2962.000000000013,2965.0,4.24264068710996,2962.0,2968.0,6.0,17.999999999920874,3,eastTSH,18.260835647589147,19.65171241760254,1.966996791746964,18.260835647583008,21.04258918762207,2.781753540039062,3.869076378742851,0.0,0,84.863,43.654,158.32884765575727,0.7853916914649955,1.1364046821789484,-6.2083435,-18.783142,6.2869263,1.3410339,-13.788849,18.8125
197,29,1,DF,5006036.041,-449029.84,696.334,105.553,0.0,2816.000000000029,2822.5,9.192388155404538,2816.0,2829.0,13.0,84.49999999962165,3,eastTSH,25.23112487792293,23.700766563415527,2.16425348367158,22.170408248901367,25.231124877929688,3.06071662902832,4.683993141584571,0.0,0,84.874,43.664,343.0458365874741,0.7853916914649955,1.1364046821789484,-6.2083435,-18.783142,6.2869263,1.3410339,-13.788849,18.8125
198,30,1,DF,5005605.034,-448757.163,2089.002,211.105,0.0,2777.6666666666665,2777.0,5.734883511361751,2771.0,2785.0,14.0,32.88888888888889,3,eastTSH,19.26070721944173,17.536312103271484,5.923999795528466,13.022869110107422,27.22294044494629,14.200071334838867,35.09377357742131,0.0,0,84.877,43.669,639.878419701743,0.5890493491881571,1.3122008824604103,-6.2083435,-18.783142,6.2869263,1.3410339,-13.788849,18.8125
199,31,1,DF,5004373.588,-448027.091,696.334,105.553,0.0,2741.000000000013,2744.0,4.24264068710996,2741.0,2747.0,6.0,17.999999999920874,3,eastTSH,13.52364540099914,13.107284545898438,0.588823168125971,12.690923690795898,13.523645401000977,0.832721710205078,0.346712723321906,0.0,0,84.884,43.681,158.32884765575727,0.7853916914649955,1.1364046821789484,-6.2083435,-18.783142,6.2869263,1.3410339,-13.788849,18.8125
201,32,0,FF,5001529.478,-444130.026,7992522.447,15885.662,0.0,3685.587558808155,3703.0,419.5763900120371,2670.0,4552.0,1882.0,176044.34705553306,3,eastTSH,40.61582946935209,40.98894119262695,11.05790038052257,1.582169055938721,78.28351593017578,76.70134687423706,122.2771608255612,0.0,0,84.926,43.713,5320611.532104936,0.3980000192413863,1.5963739020210217,-6.2083435,-18.783142,6.2869263,1.3410339,-13.788849,18.8125
202,33,1,DF,5001868.252,-445699.499,513894.543,4010.998,0.0,3230.453929539296,3226.0,181.27631267225524,2803.0,3658.0,855.0,32861.101536049246,3,eastTSH,40.76370799832228,41.05786895751953,10.297792514221006,5.571024894714355,64.83485412597656,59.26382923126221,106.04453066594618,0.0,0,84.908,43.708,612919.0470988604,0.4014014889693221,1.589595688534463,-6.2083435,-18.783142,6.2869263,1.3410339,-13.788849,18.8125
203,34,1,DF,5004181.444,-446601.338,254858.269,2797.143,0.0,3406.6994535519125,3411.5,153.51606722384548,3020.0,3722.0,702.0,23567.18289587625,3,eastTSH,39.28729176781868,39.43035316467285,9.23622751336348,6.304714679718018,60.75504302978516,54.45032835006714,85.30789867861255,0.0,0,84.9,43.685,354394.0947536739,0.4093353519607399,1.5741152951500104,-6.2083435,-18.783142,6.2869263,1.3410339,-13.788849,18.8125
204,35,1,DF,5010904.241,-454248.941,2655121.806,8866.416,663861.668,3767.565434041437,3746.0,198.66960140646097,3317.0,4425.0,1108.0,39469.61052300208,3,eastTSH,31.65997571802001,30.637943267822266,15.897954164902036,0.767613887786865,75.03614807128906,74.2685341835022,252.744946629326,25.00305886154889,1,84.82,43.612,1805435.5310675548,0.4244222131394924,1.5458847499220771,-6.8749084,-19.588257,5.6150208,0.7380371,-14.519104,19.6875
205,36,1,DF,4999108.512,-430219.308,2507498.983,9130.297,657005.145,3766.829214107193,3769.0,339.5039702847688,2978.0,4598.0,1620.0,115262.94583912117,3,eastTSH,39.05121470632337,39.63980484008789,10.21412514690142,0.383824199438095,65.3711166381836,64.9872924387455,104.32835251656394,26.201611623943776,1,85.081,43.748,2565283.6745641213,0.3779904432246526,1.6380824442692508,-6.624176,-18.868942,5.679199,0.7600708,-14.039001,19.375
209,37,1,DF,5000039.685,-432701.992,223523.236,3061.025,0.0,3390.376947040498,3434.0,250.53596995470863,2823.0,3820.0,997.0,62768.27224114668,3,eastTSH,46.78781636853084,46.965091705322266,9.236522633311438,13.488219261169434,67.90484619140625,54.416626930236816,85.31335035567446,0.0,0,85.054,43.737,471364.09313090873,0.2997773299108017,1.8394024991031848,-6.624176,-18.868942,5.679199,0.7600708,-14.039001,19.375
210,38,1,DF,5000388.978,-432062.265,696.334,105.553,0.0,2858.0,2858.0,0.0,2858.0,2858.0,0.0,0.0,3,eastTSH,18.737712860107425,18.737712860107425,0.0,18.737712860107425,18.737712860107425,0.0,0.0,0.0,0,85.062,43.734,0.0,0.7853916914649955,1.1364046821789484,-6.624176,-18.868942,5.679199,0.7600708,-14.039001,19.375
211,39,1,DF,5001400.508,-433162.766,805658.518,6016.497,101.767,3791.228176318064,3797.0,298.61003519874066,3082.0,4370.0,1288.0,89167.95312139315,3,eastTSH,42.62344275122587,42.93519973754883,9.033739734094562,8.460376739501953,68.45352935791016,59.9931526184082,81.6084535833589,0.0126315303228755,1,85.05,43.723,1156089.254549575,0.2796877583639156,1.9043178429120096,-6.624176,-18.868942,5.679199,0.7600708,-14.039001,19.375
213,40,1,DF,5002214.74,-430182.263,1582767.339,7019.246,275507.964,3974.414430268368,3969.0,351.387711891088,3211.0,4651.0,1440.0,123473.32406805424,3,eastTSH,42.70756282462352,43.65224838256836,8.496090905622747,7.640572547912598,62.88800430297852,55.24743175506592,72.18356067660555,17.40672537342521,1,85.085,43.718,1811636.3747039305,0.4036881651971324,1.585087192816658,-6.624176,-18.868942,5.679199,0.7600708,-14.039001,19.375
214,41,0,FF,5007933.469,-425895.463,4888961.5,13088.519,22748.896,4084.967668423301,4122.0,336.0771528670316,3267.0,4939.0,1672.0,112947.85267921012,3,eastTSH,28.384952649297983,28.531139373779297,9.64445183771928,1.716026186943054,60.62636566162109,58.91033947467804,93.0154512500868,0.4653114163406687,1,85.139,43.666,3696958.553462021,0.3586290499588861,1.6817190078224311,-6.624176,-18.868942,5.679199,0.7600708,-14.039001,19.375
215,42,1,DF,5006709.09,-429916.05,1153825.553,6122.049,182450.762,3930.4085697042847,3930.0,275.7101068231119,3268.0,4538.0,1270.0,76016.06300441179,3,eastTSH,37.24879111276741,37.6115608215332,5.819709784714073,3.832572937011719,53.80872344970703,49.97615051269531,33.86902197829672,15.812681694006477,1,85.092,43.674,1364186.6567422876,0.3868623041717705,1.619190543043323,-6.624176,-18.868942,5.679199,0.7600708,-14.039001,19.375
216,43,0,FF,5005702.937,-429718.217,1997782.445,8180.324,0.0,3779.298361798536,3803.0,230.7436328930966,3176.0,4317.0,1141.0,53242.62412070413,3,eastTSH,33.46861372296509,34.57561492919922,7.310059464409881,1.383649349212646,56.138771057128906,54.75512170791626,53.43696937320848,0.0,0,85.093,43.684,1612722.8550743137,0.3751604483006005,1.644249212988434,-6.624176,-18.868942,5.679199,0.7600708,-14.039001,19.375
218,44,0,FF,5006427.195,-425462.074,4251119.493,11874.664,7502.321,4000.5962325962328,4002.0,300.4990644743086,3249.0,4650.0,1401.0,90299.68774993467,3,eastTSH,30.342560557045964,31.683977127075195,8.41114558000252,1.151334762573242,50.95023727416992,49.79890251159668,70.74736996799592,0.1764787137212564,1,85.142,43.681,2888615.8609236865,0.3788528134924435,1.6362170253718158,-6.624176,-18.868942,5.679199,0.7600708,-14.039001,19.375
220,45,0,FF,5000974.587,-428128.352,3004681.509,10238.599,378637.776,3798.627578215527,3793.0,373.2634348246573,2919.0,4617.0,1698.0,139325.59177710122,3,eastTSH,38.72622010605637,40.46148300170898,10.966919449456212,2.236956596374512,67.61830139160156,65.38134479522705,120.27332221086095,12.60159437417432,1,85.107,43.732,2943316.113752452,0.3601863417877185,1.6780795525157806,-6.624176,-18.868942,5.679199,0.7600708,-14.039001,19.375
221,46,1,DF,5008583.088,-421738.524,2235232.362,9763.613,68076.521,3865.430218068536,3903.0,207.1773908965609,3196.0,4317.0,1121.0,42922.47129870639,3,eastTSH,24.98432487290225,23.49302291870117,9.706030677285504,2.712060213088989,52.78801727294922,50.07595705986023,94.20703150840728,3.0456127137980293,1,85.187,43.663,1675972.741608897,0.2946533795753114,1.855326947122225,-6.073944,-18.282974,6.234314,1.3198853,-13.498016,18.0625
222,47,0,FF,5006616.58,-419343.18,696.334,105.553,0.0,3108.0,3108.0,0.0,3108.0,3108.0,0.0,0.0,3,eastTSH,22.88183784484864,22.88183784484864,0.0,22.88183784484864,22.88183784484864,0.0,0.0,0.0,0,85.212,43.684,0.0,0.7853916914649955,1.1364046821789484,-6.073944,-18.282974,6.234314,1.3198853,-13.498016,18.0625
224,48,1,DF,5004888.601,-419978.275,701904.742,5330.405,0.0,3574.558531746032,3568.5,190.0580334998873,3184.0,3995.0,811.0,36122.05609784428,3,eastTSH,32.41271821894343,32.378801345825195,9.941346025583815,5.478847503662109,60.22110748291016,54.74225997924805,98.83036080039112,0.0,0,85.203,43.7,679453.8165416264,0.310432816526885,1.807558464115652,-6.073944,-18.282974,6.234314,1.3198853,-13.498016,18.0625
225,49,0,FF,5013062.644,-412159.21,21553628.44,31824.1,1207128.659,4046.58120376054,4064.0,392.090654386055,3009.0,5158.0,2149.0,153735.08125688482,3,eastTSH,30.738307611521844,31.916128158569336,13.98076039371844,0.0,74.41708374023438,74.41708374023438,195.46166118656623,5.600582112475165,1,85.3,43.627,9976922.792887418,0.2674348466208737,1.947453820985908,-8.04541,-20.266144,4.2264404,-0.6611023,-15.459839,18.5
226,50,1,DF,5009492.887,-415965.498,696.334,105.553,0.0,2884.0000000000045,2885.0,1.414213562369879,2884.0,2886.0,2.0,1.999999999990905,3,eastTSH,9.626190185543791,8.927446842193604,0.988172312785938,8.228703498840332,9.626190185546877,1.397486686706543,0.976484519756709,0.0,0,85.253,43.658,52.776282551919095,0.7853916914649955,1.1364046821789484,-5.8637085,-18.060532,6.4689026,1.5553589,-13.31366,18.3125
227,51,1,DF,5011854.091,-414564.564,583527.95,4274.879,0.0,3572.1825775656325,3568.0,188.3400388801723,3129.0,3971.0,842.0,35471.970245384815,3,eastTSH,36.63618550835475,36.435054779052734,7.921758967602278,5.826159000396729,63.865718841552734,58.039559841156006,62.75426514078711,0.0,0,85.271,43.637,643195.3898651637,0.4012581566588502,1.5898795707136109,-8.04541,-20.266144,4.2264404,-0.6611023,-15.459839,18.5
228,52,1,DF,5012654.786,-414768.76,644109.014,4644.313,0.0,3685.348108108108,3694.0,223.1616306969897,3167.0,4170.0,1003.0,49801.11341533962,3,eastTSH,37.98004343715874,37.6115608215332,9.326840995175006,1.918432354927063,62.86774444580078,60.94931209087372,86.98996294927711,0.0,0,85.27,43.629,804971.7169349032,0.3752548197099705,1.644042446993106,-8.04541,-20.266144,4.2264404,-0.6611023,-15.459839,18.5
229,53,1,DF,5013517.86,-414597.025,1564662.654,7599.785,0.0,4019.530930129061,4037.0,359.44976097260746,3229.0,4804.0,1575.0,129204.13066326466,3,eastTSH,38.729504753018574,38.34214019775391,9.507148746058943,2.765686750411987,66.94910430908203,64.18341755867004,90.38587727969012,0.0,0,85.273,43.62,1970112.000897094,0.3404301126468592,1.726085011963299,-8.04541,-20.266144,4.2264404,-0.6611023,-15.459839,18.5
230,54,1,DF,5014537.394,-414509.865,1702536.799,7283.127,0.0,4179.903476482617,4194.0,331.6595287865987,3417.0,4854.0,1437.0,109998.0430349487,3,eastTSH,40.89744706982728,41.37186813354492,9.376169997660416,2.426102638244629,67.46748352050781,65.04138088226318,87.91256382502736,0.0,0,85.275,43.61,1875016.189608568,0.4033393606366094,1.5857724298831912,-8.04541,-20.266144,4.2264404,-0.6611023,-15.459839,18.5
233,55,1,DF,5015788.803,-414016.315,3104257.281,10924.691,0.0,4320.603185284881,4355.0,364.88253394607256,3481.0,5036.0,1555.0,133139.2635789068,3,eastTSH,37.016605639201,38.22421073913574,12.536674147734312,2.236956596374512,73.24466705322266,71.00771045684814,157.16819868646982,0.0,0,85.281,43.599,2739739.351086162,0.3268505713477762,1.7615766357325715,-8.04541,-20.266144,4.2264404,-0.6611023,-15.459839,18.5
234,56,1,DF,5017223.109,-414121.088,1490851.242,7335.904,0.0,4214.963101354508,4196.0,332.67525580068195,3558.0,4981.0,1423.0,110672.82582204916,3,eastTSH,36.712938680987335,37.10727691650391,7.660343874446817,2.712060213088989,59.04208755493164,56.33002734184265,58.68086827477487,0.0,0,85.282,43.585,1737488.968198595,0.3481263500366666,1.7068985810839512,-8.04541,-20.266144,4.2264404,-0.6611023,-15.459839,18.5
235,57,0,FF,5017993.646,-414713.395,729758.105,6438.707,0.0,3827.173664122137,3816.5,191.0745837580968,3470.0,4470.0,1000.0,36509.49655832993,3,eastTSH,28.326481100370867,29.85813617706299,9.82225724064475,1.213595271110535,47.448463439941406,46.23486816883087,96.47673730139824,0.0,0,85.276,43.577,854258.804461505,0.2212032309628287,2.141314375861876,-8.04541,-20.266144,4.2264404,-0.6611023,-15.459839,18.5
